Island Group,Person,Entry-1,SampleID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Nusa Tenggara,Zuzu,2,6209,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6210,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6211,Primary degraded,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2005,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6212,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6213,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Disagree - minor,No,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6214,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6215,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,No,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6216,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Disagree - minor,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6217,Primary intact,NA,1995,High,Yes,High,No free of cloud image during 1990-1994,1999,1998,Cleared - Small-holder land use,Low,,2015,2014,Cleared - Small-holder land use,Low,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use Cleared - Small-holder land use ,Disagree - minor,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6218,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6219,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6220,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6221,Primary intact,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2010,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6222,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6223,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6224,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6225,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6226,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6227,Primary degraded,NA,1990,High,No,High,Sample complete!,2006,2005,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6228,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6229,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6230,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove Sekunder,,  ,Disagree - major,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6231,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6232,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6233,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6234,Primary degraded,NA,1990,Low,No,High,Sample complete!,2009,2008,Degraded - Nearby clearing,High,,2015,2014,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing ,Agree,Yes,2011,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6235,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6236,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6237,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6238,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6239,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6240,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2011,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6241,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6242,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6243,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6244,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6245,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6246,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6247,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6248,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6249,Primary intact,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,No,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6250,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6251,Non Forest,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2001,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6252,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Jati,  ,Disagree - major,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6253,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6254,Primary degraded,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2011,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6255,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6256,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,No,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6257,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6258,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6259,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6260,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6261,Primary degraded,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2011,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6262,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6263,Primary degraded,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2006,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6264,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6265,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6266,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6267,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6268,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6269,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6270,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6271,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6272,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6273,Non Forest,,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6274,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6275,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6276,Primary degraded,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2011,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6277,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2002,No,High,Rizky checked,Seasonal degraded related to their region,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6278,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6279,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2002,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6280,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6281,Non Forest,,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6282,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6283,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2005,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6284,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6285,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6286,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6287,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6288,Non Forest,,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6289,Non Forest,,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6290,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6291,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6292,Non Forest,,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6293,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6294,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,2,6295,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Disagree - minor,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,3,6296,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,3,6297,Primary intact,NA,1990,High,Yes,High,,2003,2002,Degraded - Nearby clearing,High,,2015,2014,Cleared - Small-holder land use,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Small-holder land use ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,3,6298,Non Forest,,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,3,6299,Primary intact,,1995,High,Yes,High,,2015,2014,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,3,6300,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2013,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,3,6301,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,3,6302,Non Forest,,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2013,No,High,Inggit checked,,,,,,,,,,,,,,,,,
